Codigo Nacional,Nombre,Lat,Lon,Ubicacion,Latitud,Longitud,Distancia_km
330019,"Eulogio Sanchez, Tobalaba Ad.",-33.45528,-70.54861,Llay Llay,-32.85,-70.9333,76.24
330019,"Eulogio Sanchez, Tobalaba Ad.",-33.45528,-70.54861,Angol,-37.8,-72.7,520.73
330019,"Eulogio Sanchez, Tobalaba Ad.",-33.45528,-70.54861,Provincia del Biobío,-37.5,-71.9,466.09
330019,"Eulogio Sanchez, Tobalaba Ad.",-33.45528,-70.54861,Provincia de Ñuble,-36.6,-72.1,377.12
330019,"Eulogio Sanchez, Tobalaba Ad.",-33.45528,-70.54861,Ovalle-Copiapó,-30.6,-71.2,323.37
330019,"Eulogio Sanchez, Tobalaba Ad.",-33.45528,-70.54861,Valle de Huasco,-28.5,-71.2,554.49
330019,"Eulogio Sanchez, Tobalaba Ad.",-33.45528,-70.54861,Pan de Azúcar,-29.8,-71.25,411.83
330019,"Eulogio Sanchez, Tobalaba Ad.",-33.45528,-70.54861,La Ligua,-32.45,-71.23,128.6
330019,"Eulogio Sanchez, Tobalaba Ad.",-33.45528,-70.54861,Provincia de Calama,-22.4667,-68.9333,1232.07
330019,"Eulogio Sanchez, Tobalaba Ad.",-33.45528,-70.54861,Temuco,-38.7333,-72.6,615.1
330019,"Eulogio Sanchez, Tobalaba Ad.",-33.45528,-70.54861,Provincia de Palena,-43.5,-72.5,1129.67
330019,"Eulogio Sanchez, Tobalaba Ad.",-33.45528,-70.54861,Provincia de San Antonio,-33.6,-71.6,98.78
330019,"Eulogio Sanchez, Tobalaba Ad.",-33.45528,-70.54861,Calera,-32.7833,-71.2167,97.23
330019,"Eulogio Sanchez, Tobalaba Ad.",-33.45528,-70.54861,Región de Tarapacá,-20.2,-69.2,1479.93
330019,"Eulogio Sanchez, Tobalaba Ad.",-33.45528,-70.54861,La Cruz,-32.8167,-71.2333,95.43
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Quillota,-32.8833,-71.25,81.78
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Región Metropolitana,-33.45,-70.6667,1.59
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Región de Ñuble,-36.6,-72.1,373.79
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Limarí,-30.7,-71.3,310.72
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Limache,-33.0167,-71.2667,72.23
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Región de Arica y Parinacota,-18.5,-69.75,1664.4
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia del Elquí,-30.0,-70.9,383.62
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Región de Coquimbo,-29.95,-71.34,393.57
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Curicó,-34.9833,-71.2333,178.38
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Linares,-35.85,-71.6,280.27
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Diguillín,-36.75,-72.1,389.45
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Carahue,-38.7,-73.1667,625.45
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Región del Maule,-35.4,-71.7,236.56
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Región de O'Higgins,-34.6,-71.3,140.46
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Talca,-35.4333,-71.6667,238.79
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Chacabuco,-33.2833,-70.7,18.05
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de San Felipe de Aconcagua,-32.75,-70.7,77.3
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Región de Valparaíso,-33.05,-71.6167,97.32
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Melipilla,-33.7,-71.2,55.68
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Petorca,-32.25,-70.9333,134.92
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Región de La Araucanía,-38.75,-72.6,614.48
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Talagante,-33.6667,-70.9333,33.86
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Santiago,-33.45,-70.6667,1.59
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Paine,-33.8167,-70.75,41.8
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Huasco,-28.5,-71.25,552.51
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Copiapó,-27.37,-70.33,676.35
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Cabildo,-32.4333,-71.0833,118.54
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Cautín,-38.7333,-72.6,612.7
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Quillón,-36.7333,-72.4667,400.03
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Illapel,-31.6333,-71.1667,206.5
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Región del Bíobío,-37.45,-72.3,468.79
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Valle de Camiña,-19.3167,-69.5333,1575.13
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Hijuelas,-32.8,-71.15,83.89
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Colchagua,-34.58,-70.99,129.34
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Los Andes,-32.8333,-70.6,68.45
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Llanquihue,-41.25,-73.0,891.62
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Maipo,-33.6667,-70.75,25.43
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Cachapoal,-34.3,-70.9,97.16
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Región de Los Lagos,-41.5,-73.0,918.62
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Arauco,-37.25,-73.3333,486.56
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Llay Llay,-32.85,-70.9333,70.15
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Angol,-37.8,-72.7,517.4
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia del Biobío,-37.5,-71.9,464.16
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Ñuble,-36.6,-72.1,373.79
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Ovalle-Copiapó,-30.6,-71.2,320.08
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Valle de Huasco,-28.5,-71.2,552.06
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Pan de Azúcar,-29.8,-71.25,408.85
330020,"Quinta Normal, Santiago",-33.445,-70.68278,La Ligua,-32.45,-71.23,121.85
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Calama,-22.4667,-68.9333,1232.7
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Temuco,-38.7333,-72.6,612.7
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de Palena,-43.5,-72.5,1129.12
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Provincia de San Antonio,-33.6,-71.6,86.75
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Calera,-32.7833,-71.2167,88.81
330020,"Quinta Normal, Santiago",-33.445,-70.68278,Región de Tarapacá,-20.2,-69.2,1480.05
330020,"Quinta Normal, Santiago",-33.445,-70.68278,La Cruz,-32.8167,-71.2333,86.65
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Quillota,-32.8833,-71.25,69.87
330021,Pudahuel Santiago ,-33.37833,-70.78778,Región Metropolitana,-33.45,-70.6667,13.78
330021,Pudahuel Santiago ,-33.37833,-70.78778,Región de Ñuble,-36.6,-72.1,377.64
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Limarí,-30.7,-71.3,301.7
330021,Pudahuel Santiago ,-33.37833,-70.78778,Limache,-33.0167,-71.2667,60.02
330021,Pudahuel Santiago ,-33.37833,-70.78778,Región de Arica y Parinacota,-18.5,-69.75,1657.61
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia del Elquí,-30.0,-70.9,375.8
330021,Pudahuel Santiago ,-33.37833,-70.78778,Región de Coquimbo,-29.95,-71.34,384.78
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Curicó,-34.9833,-71.2333,183.11
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Linares,-35.85,-71.6,284.71
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Diguillín,-36.75,-72.1,393.46
330021,Pudahuel Santiago ,-33.37833,-70.78778,Carahue,-38.7,-73.1667,629.15
330021,Pudahuel Santiago ,-33.37833,-70.78778,Región del Maule,-35.4,-71.7,239.87
330021,Pudahuel Santiago ,-33.37833,-70.78778,Región de O'Higgins,-34.6,-71.3,143.82
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Talca,-35.4333,-71.6667,242.31
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Chacabuco,-33.2833,-70.7,13.35
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de San Felipe de Aconcagua,-32.75,-70.7,70.34
330021,Pudahuel Santiago ,-33.37833,-70.78778,Región de Valparaíso,-33.05,-71.6167,85.32
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Melipilla,-33.7,-71.2,52.34
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Petorca,-32.25,-70.9333,126.2
330021,Pudahuel Santiago ,-33.37833,-70.78778,Región de La Araucanía,-38.75,-72.6,619.07
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Talagante,-33.6667,-70.9333,34.79
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Santiago,-33.45,-70.6667,13.78
330021,Pudahuel Santiago ,-33.37833,-70.78778,Paine,-33.8167,-70.75,48.87
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Huasco,-28.5,-71.25,544.23
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Copiapó,-27.37,-70.33,669.53
330021,Pudahuel Santiago ,-33.37833,-70.78778,Cabildo,-32.4333,-71.0833,108.64
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Cautín,-38.7333,-72.6,617.29
330021,Pudahuel Santiago ,-33.37833,-70.78778,Quillón,-36.7333,-72.4667,403.12
330021,Pudahuel Santiago ,-33.37833,-70.78778,Illapel,-31.6333,-71.1667,197.26
330021,Pudahuel Santiago ,-33.37833,-70.78778,Región del Bíobío,-37.45,-72.3,473.01
330021,Pudahuel Santiago ,-33.37833,-70.78778,Valle de Camiña,-19.3167,-69.5333,1568.53
330021,Pudahuel Santiago ,-33.37833,-70.78778,Hijuelas,-32.8,-71.15,72.62
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Colchagua,-34.58,-70.99,134.91
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Los Andes,-32.8333,-70.6,63.08
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Llanquihue,-41.25,-73.0,896.79
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Maipo,-33.6667,-70.75,32.26
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Cachapoal,-34.3,-70.9,103.01
330021,Pudahuel Santiago ,-33.37833,-70.78778,Región de Los Lagos,-41.5,-73.0,923.87
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Arauco,-37.25,-73.3333,488.5
330021,Pudahuel Santiago ,-33.37833,-70.78778,Llay Llay,-32.85,-70.9333,60.29
330021,Pudahuel Santiago ,-33.37833,-70.78778,Angol,-37.8,-72.7,521.15
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia del Biobío,-37.5,-71.9,469.24
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Ñuble,-36.6,-72.1,377.64
330021,Pudahuel Santiago ,-33.37833,-70.78778,Ovalle-Copiapó,-30.6,-71.2,311.37
330021,Pudahuel Santiago ,-33.37833,-70.78778,Valle de Huasco,-28.5,-71.2,543.87
330021,Pudahuel Santiago ,-33.37833,-70.78778,Pan de Azúcar,-29.8,-71.25,400.29
330021,Pudahuel Santiago ,-33.37833,-70.78778,La Ligua,-32.45,-71.23,111.17
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Calama,-22.4667,-68.9333,1226.85
330021,Pudahuel Santiago ,-33.37833,-70.78778,Temuco,-38.7333,-72.6,617.29
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de Palena,-43.5,-72.5,1135.24
330021,Pudahuel Santiago ,-33.37833,-70.78778,Provincia de San Antonio,-33.6,-71.6,79.25
330021,Pudahuel Santiago ,-33.37833,-70.78778,Calera,-32.7833,-71.2167,77.3
330021,Pudahuel Santiago ,-33.37833,-70.78778,Región de Tarapacá,-20.2,-69.2,1473.75
330021,Pudahuel Santiago ,-33.37833,-70.78778,La Cruz,-32.8167,-71.2333,74.98
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Quillota,-32.8833,-71.25,92.33
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Región Metropolitana,-33.45,-70.6667,90.67
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Región de Ñuble,-36.6,-72.1,330.32
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Limarí,-30.7,-71.3,330.02
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Limache,-33.0167,-71.2667,78.05
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Región de Arica y Parinacota,-18.5,-69.75,1695.42
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia del Elquí,-30.0,-70.9,412.08
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Región de Coquimbo,-29.95,-71.34,412.91
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Curicó,-34.9833,-71.2333,151.65
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Linares,-35.85,-71.6,243.95
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Diguillín,-36.75,-72.1,346.85
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Carahue,-38.7,-73.1667,577.9
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Región del Maule,-35.4,-71.7,194.07
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Región de O'Higgins,-34.6,-71.3,108.85
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Talca,-35.4333,-71.6667,197.67
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Chacabuco,-33.2833,-70.7,94.32
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de San Felipe de Aconcagua,-32.75,-70.7,131.8
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Región de Valparaíso,-33.05,-71.6167,67.4
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Melipilla,-33.7,-71.2,38.56
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Petorca,-32.25,-70.9333,168.74
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Región de La Araucanía,-38.75,-72.6,573.28
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Talagante,-33.6667,-70.9333,62.95
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Santiago,-33.45,-70.6667,90.67
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Paine,-33.8167,-70.75,81.8
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Huasco,-28.5,-71.25,574.37
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Copiapó,-27.37,-70.33,709.69
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Cabildo,-32.4333,-71.0833,144.67
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Cautín,-38.7333,-72.6,571.45
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Quillón,-36.7333,-72.4667,350.84
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Illapel,-31.6333,-71.1667,228.78
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Región del Bíobío,-37.45,-72.3,426.41
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Valle de Camiña,-19.3167,-69.5333,1607.73
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Hijuelas,-32.8,-71.15,104.5
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Colchagua,-34.58,-70.99,117.67
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Los Andes,-32.8333,-70.6,131.34
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Llanquihue,-41.25,-73.0,853.19
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Maipo,-33.6667,-70.75,79.91
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Cachapoal,-34.3,-70.9,97.22
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Región de Los Lagos,-41.5,-73.0,880.68
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Arauco,-37.25,-73.3333,428.89
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Llay Llay,-32.85,-70.9333,109.69
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Angol,-37.8,-72.7,471.09
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia del Biobío,-37.5,-71.9,428.21
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Ñuble,-36.6,-72.1,330.32
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Ovalle-Copiapó,-30.6,-71.2,342.04
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Valle de Huasco,-28.5,-71.2,574.68
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Pan de Azúcar,-29.8,-71.25,430.15
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,La Ligua,-32.45,-71.23,138.79
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Calama,-22.4667,-68.9333,1271.53
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Temuco,-38.7333,-72.6,571.45
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de Palena,-43.5,-72.5,1097.28
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Provincia de San Antonio,-33.6,-71.6,6.36
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Calera,-32.7833,-71.2167,103.83
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,Región de Tarapacá,-20.2,-69.2,1515.1
330030,"Santo Domingo, Ad.",-33.65611,-71.61333,La Cruz,-32.8167,-71.2333,99.81
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Quillota,-32.8833,-71.25,709.86
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Región Metropolitana,-33.45,-70.6667,756.93
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Región de Ñuble,-36.6,-72.1,695.21
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Limarí,-30.7,-71.3,780.31
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Limache,-33.0167,-71.2667,706.19
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Región de Arica y Parinacota,-18.5,-69.75,1909.74
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia del Elquí,-30.0,-70.9,851.25
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Región de Coquimbo,-29.95,-71.34,817.87
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Curicó,-34.9833,-71.2333,713.72
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Linares,-35.85,-71.6,705.03
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Diguillín,-36.75,-72.1,702.76
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Carahue,-38.7,-73.1667,758.49
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Región del Maule,-35.4,-71.7,682.14
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Región de O'Higgins,-34.6,-71.3,701.53
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Talca,-35.4333,-71.6667,686.0
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Chacabuco,-33.2833,-70.7,755.3
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de San Felipe de Aconcagua,-32.75,-70.7,762.97
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Región de Valparaíso,-33.05,-71.6167,673.36
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Melipilla,-33.7,-71.2,706.27
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Petorca,-32.25,-70.9333,752.9
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Región de La Araucanía,-38.75,-72.6,797.24
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Talagante,-33.6667,-70.9333,731.04
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Santiago,-33.45,-70.6667,756.93
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Paine,-33.8167,-70.75,747.61
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Huasco,-28.5,-71.25,920.24
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Copiapó,-27.37,-70.33,1071.17
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Cabildo,-32.4333,-71.0833,734.51
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Cautín,-38.7333,-72.6,795.97
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Quillón,-36.7333,-72.4667,673.09
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Illapel,-31.6333,-71.1667,751.39
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Región del Bíobío,-37.45,-72.3,727.19
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Valle de Camiña,-19.3167,-69.5333,1839.5
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Hijuelas,-32.8,-71.15,720.56
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Colchagua,-34.58,-70.99,729.49
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Los Andes,-32.8333,-70.6,770.7
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Llanquihue,-41.25,-73.0,990.38
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Maipo,-33.6667,-70.75,748.0
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Cachapoal,-34.3,-70.9,735.11
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Región de Los Lagos,-41.5,-73.0,1013.77
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Arauco,-37.25,-73.3333,639.89
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Llay Llay,-32.85,-70.9333,739.65
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Angol,-37.8,-72.7,721.48
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia del Biobío,-37.5,-71.9,759.82
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Ñuble,-36.6,-72.1,695.21
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Ovalle-Copiapó,-30.6,-71.2,793.87
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Valle de Huasco,-28.5,-71.2,923.97
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Pan de Azúcar,-29.8,-71.25,834.13
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,La Ligua,-32.45,-71.23,720.67
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Calama,-22.4667,-68.9333,1574.85
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Temuco,-38.7333,-72.6,795.97
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de Palena,-43.5,-72.5,1226.35
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Provincia de San Antonio,-33.6,-71.6,669.64
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Calera,-32.7833,-71.2167,714.72
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,Región de Tarapacá,-20.2,-69.2,1770.97
330031,"Juan Fernandez, Estacion Meteorologica.",-33.63583,-78.83305,La Cruz,-32.8167,-71.2333,712.57
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Provincia de Quillota,-32.8833,-71.25,719.24
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Región Metropolitana,-33.45,-70.6667,766.02
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Región de Ñuble,-36.6,-72.1,701.43
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Provincia de Limarí,-30.7,-71.3,790.04
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Limache,-33.0167,-71.2667,715.51
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Región de Arica y Parinacota,-18.5,-69.75,1917.31
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Provincia del Elquí,-30.0,-70.9,860.94
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Región de Coquimbo,-29.95,-71.34,827.53
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Provincia de Curicó,-34.9833,-71.2333,721.75
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Provincia de Linares,-35.85,-71.6,712.2
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Provincia de Diguillín,-36.75,-72.1,708.82
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Carahue,-38.7,-73.1667,761.88
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Región del Maule,-35.4,-71.7,689.72
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Región de O'Higgins,-34.6,-71.3,709.87
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Provincia de Talca,-35.4333,-71.6667,693.56
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Provincia de Chacabuco,-33.2833,-70.7,764.48
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Provincia de San Felipe de Aconcagua,-32.75,-70.7,772.37
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Región de Valparaíso,-33.05,-71.6167,682.68
330066,"La Punta, Juan Fernandez Ad.",-33.66639,-78.93167,Provincia de Melipilla,-33.7,-71.2,715.23
